user_id,user_name,user_program,user_department,user_branch,user_age,user_year_of_study,user_previous_courses,user_course_interest,user_career_interest,user_competencies,user_grades,user_occupied_slots,user_credits_requirement
U129,Student_129,M.Tech,ECE,Electronics and Telecommunication,22,1,"['CHEM 075', 'MEL 014', 'MEL 001', 'CS 066', 'CS 085']",Electronics Design,Higher Studies,"['Thermodynamics', 'Communication', 'Data Analysis']",6.71,"['D', 'C']",20
U130,Student_130,B.Tech,ECE,Chemical Engineering,25,1,"['EE 067', 'EE 098', 'CHEM 031']",Machine Learning,Higher Studies,"['Mechanics', 'Thermodynamics', 'ML']",9.79,"['C', 'E', 'A']",20
U131,Student_131,M.Tech,AI,Electronics and Telecommunication,26,2,"['CS 088', 'AI 069', 'MEL 082']",Electronics Design,Industry,"['Data Analysis', 'Thermodynamics', 'ML']",7.47,"['A', 'B', 'D']",27
U132,Student_132,M.Tech,MEL,AI,22,3,"['MEL 084', 'CS 012', 'AI 029', 'CS 046']",Networks,Higher Studies,"['Communication', 'Control Systems', 'ML']",9.31,"['E', 'B', 'C']",27
U133,Student_133,B.Tech,MEL,Computer Technology,21,2,"['CS 088', 'CHEM 049']",AI Research,Startup,"['Communication', 'Control Systems', 'Python']",7.85,"['D', 'B']",30
U134,Student_134,B.Tech,EE,Electronics and Telecommunication,26,2,"['MEL 081', 'ECE 023', 'EE 041', 'MEL 082']",Machine Learning,Industry,"['Python', 'Control Systems', 'ML']",8.12,"['B', 'A', 'E']",14
U135,Student_135,B.Tech,CHEM,AI,20,1,"['ECE 050', 'MEL 001', 'EE 005', 'AI 069', 'ECE 026']",Cybersecurity,Industry,"['Thermodynamics', 'Python', 'ML']",7.25,"['D', 'E', 'B']",23
U136,Student_136,M.Tech,EE,Cybersecurity,23,2,"['AI 009', 'MEL 006', 'CHEM 039']",Power Systems,Startup,"['Data Analysis', 'Thermodynamics', 'Communication']",9.79,"['D', 'C']",27
U137,Student_137,B.Tech,EE,Cybersecurity,20,3,"['AI 029', 'CS 094', 'AI 017']",Networks,Research,"['Python', 'Communication', 'Mechanics']",7.74,"['D', 'A']",20
U138,Student_138,M.Tech,CHEM,Metallurgy,20,3,"['MEL 084', 'MEL 003']",Machine Learning,Higher Studies,"['C++', 'Control Systems', 'Mechanics']",8.82,"['E', 'A']",18
U139,Student_139,B.Tech,MEL,Chemical Engineering,22,1,"['CS 085', 'EE 067']",Power Systems,Research,"['ML', 'Control Systems', 'Python']",8.14,"['C', 'D']",18
U140,Student_140,B.Tech,ECE,Metallurgy,20,1,"['CHEM 021', 'MEL 006', 'CHEM 071', 'CHEM 064']",Networks,Research,"['Data Analysis', 'ML', 'C++']",9.26,"['C', 'D']",27
U141,Student_141,B.Tech,CS,AI,26,3,"['CHEM 059', 'AI 038', 'MEL 034']",Chemical Processes,Startup,"['Python', 'Data Analysis', 'C++']",9.15,"['A', 'C']",22
U142,Student_142,M.Tech,MEL,Electronics and Telecommunication,24,3,"['ECE 018', 'CS 085']",Cybersecurity,Research,"['ML', 'Data Analysis', 'Mechanics']",7.73,"['A', 'E']",22
U143,Student_143,B.Tech,CS,AI,26,2,"['CHEM 089', 'ECE 062', 'ECE 054', 'MEL 084', 'MEL 022']",Machine Learning,Research,"['ML', 'Thermodynamics', 'Mechanics']",7.87,"['D', 'E', 'B']",30
U144,Student_144,M.Tech,CHEM,Electronics and Telecommunication,23,1,"['CS 088', 'CS 094']",Networks,Research,"['Data Analysis', 'Control Systems', 'Python']",7.36,"['B', 'D', 'E']",22
U145,Student_145,B.Tech,MEL,Computer Technology,20,2,"['CS 085', 'CS 094', 'AI 032', 'ECE 062', 'ECE 045']",Cybersecurity,Higher Studies,"['Mechanics', 'C++', 'Communication']",9.31,"['C', 'A']",17
U146,Student_146,B.Tech,AI,Computer Technology,23,4,"['AI 065', 'AI 029']",AI Research,Higher Studies,"['Mechanics', 'Control Systems', 'C++']",6.79,"['B', 'C', 'E']",27
U147,Student_147,M.Tech,ECE,Electronics and Telecommunication,24,2,"['CHEM 052', 'MEL 053']",Machine Learning,Higher Studies,"['Python', 'Mechanics', 'Data Analysis']",9.64,"['D', 'A']",23
U148,Student_148,M.Tech,CS,Metallurgy,26,3,"['ECE 092', 'CS 085', 'AI 047', 'CS 058', 'EE 015']",Machine Learning,Startup,"['Control Systems', 'Python', 'ML']",8.82,"['D', 'C']",13
U149,Student_149,B.Tech,AI,AI,25,3,"['ECE 079', 'ECE 026', 'CS 025', 'EE 016']",Electronics Design,Research,"['Mechanics', 'C++', 'Control Systems']",9.0,"['D', 'A']",13
U150,Student_150,M.Tech,MEL,Chemical Engineering,24,2,"['CHEM 064', 'MEL 001', 'AI 068']",Cybersecurity,Industry,"['Python', 'Communication', 'Control Systems']",8.91,"['D', 'E']",16
U151,Student_151,B.Tech,AI,Computer Technology,23,3,"['EE 036', 'CHEM 051', 'CHEM 044']",Power Systems,Startup,"['Data Analysis', 'Mechanics', 'C++']",8.85,"['E', 'D', 'B']",29
U152,Student_152,M.Tech,EE,Chemical Engineering,24,4,"['CS 087', 'AI 017', 'AI 091', 'MEL 084']",Networks,Higher Studies,"['Thermodynamics', 'Data Analysis', 'Python']",8.73,"['B', 'C']",29
U153,Student_153,B.Tech,AI,Cybersecurity,22,3,"['CHEM 049', 'CS 019']",Machine Learning,Industry,"['Python', 'C++', 'ML']",9.27,"['E', 'A']",21
U154,Student_154,M.Tech,CHEM,AI,21,3,"['ECE 079', 'CS 087']",Cybersecurity,Research,"['Control Systems', 'Thermodynamics', 'Mechanics']",9.56,"['C', 'D']",24
U155,Student_155,M.Tech,MEL,Electronics and Telecommunication,26,2,"['ECE 026', 'AI 080', 'ECE 100', 'MEL 057']",Electronics Design,Industry,"['Control Systems', 'Thermodynamics', 'Mechanics']",7.47,"['E', 'A', 'D']",17
U156,Student_156,B.Tech,CS,Chemical Engineering,22,4,"['MEL 006', 'MEL 055', 'EE 036', 'MEL 072', 'MEL 034']",Networks,Industry,"['ML', 'Communication', 'Data Analysis']",6.63,"['B', 'A']",22
U157,Student_157,M.Tech,CS,Power Engineering,20,3,"['AI 068', 'AI 029', 'ECE 024', 'EE 067']",Machine Learning,Industry,"['ML', 'Control Systems', 'Communication']",9.42,"['D', 'C', 'A']",22
U158,Student_158,B.Tech,ECE,Cybersecurity,20,3,"['EE 015', 'EE 086']",Power Systems,Higher Studies,"['Data Analysis', 'C++', 'Thermodynamics']",9.52,"['B', 'D', 'C']",15
U159,Student_159,B.Tech,ECE,Electronics and Telecommunication,25,1,"['CHEM 063', 'MEL 006', 'AI 038', 'MEL 084', 'CS 025']",Power Systems,Industry,"['C++', 'Python', 'Data Analysis']",8.71,"['A', 'C', 'D']",18
U160,Student_160,B.Tech,MEL,Metallurgy,20,1,"['CS 083', 'CS 010', 'EE 096', 'CS 088', 'EE 020']",Machine Learning,Research,"['Data Analysis', 'Thermodynamics', 'ML']",7.09,"['A', 'B', 'C']",20
U161,Student_161,B.Tech,CS,Power Engineering,25,1,"['CS 058', 'MEL 081', 'CHEM 052', 'ECE 056', 'EE 041']",Machine Learning,Research,"['Mechanics', 'Thermodynamics', 'Python']",8.81,"['C', 'D']",14
U162,Student_162,B.Tech,CHEM,Cybersecurity,23,2,"['CHEM 037', 'EE 098']",Chemical Processes,Industry,"['Mechanics', 'Control Systems', 'Thermodynamics']",6.95,"['C', 'E']",24
U163,Student_163,M.Tech,CHEM,Metallurgy,24,1,"['EE 002', 'CHEM 071', 'MEL 072', 'CS 019']",Machine Learning,Startup,"['Python', 'Data Analysis', 'Communication']",7.19,"['B', 'C', 'D']",23
U164,Student_164,B.Tech,AI,AI,26,4,"['ECE 079', 'MEL 033', 'CS 025']",Machine Learning,Research,"['ML', 'Thermodynamics', 'Communication']",7.46,"['B', 'E']",14
U165,Student_165,B.Tech,CS,Cybersecurity,21,3,"['CS 046', 'AI 017', 'EE 086', 'MEL 084']",Networks,Higher Studies,"['C++', 'ML', 'Communication']",7.99,"['E', 'D']",21
U166,Student_166,M.Tech,CHEM,Chemical Engineering,22,3,"['MEL 055', 'MEL 022', 'MEL 001', 'EE 041']",Networks,Industry,"['Control Systems', 'Thermodynamics', 'Mechanics']",8.74,"['E', 'C']",22
U167,Student_167,B.Tech,AI,Electronics and Telecommunication,24,2,"['ECE 023', 'CS 083']",AI Research,Startup,"['C++', 'Mechanics', 'ML']",8.92,"['C', 'E', 'B']",14
U168,Student_168,M.Tech,CS,Chemical Engineering,23,2,"['ECE 099', 'MEL 076', 'ECE 028', 'EE 005', 'CHEM 071']",Power Systems,Startup,"['Data Analysis', 'Thermodynamics', 'C++']",6.94,"['E', 'A']",28
U169,Student_169,B.Tech,CS,Power Engineering,24,2,"['ECE 079', 'CS 088', 'MEL 022']",Electronics Design,Higher Studies,"['ML', 'Control Systems', 'C++']",9.6,"['C', 'A', 'E']",13
U170,Student_170,M.Tech,AI,AI,20,1,"['ECE 030', 'MEL 006', 'EE 086', 'AI 027']",AI Research,Startup,"['Thermodynamics', 'Control Systems', 'Mechanics']",6.84,"['A', 'C']",28
U171,Student_171,M.Tech,ECE,Chemical Engineering,22,3,"['AI 047', 'MEL 076', 'MEL 084', 'CS 010', 'EE 067']",Power Systems,Higher Studies,"['Mechanics', 'C++', 'Communication']",9.12,"['E', 'B', 'D']",12
U172,Student_172,M.Tech,EE,Power Engineering,26,3,"['ECE 028', 'EE 020', 'ECE 024', 'CHEM 021']",Power Systems,Research,"['C++', 'Thermodynamics', 'Data Analysis']",8.09,"['B', 'E', 'A']",27
U173,Student_173,B.Tech,EE,Electronics and Telecommunication,24,2,"['MEL 006', 'AI 017', 'EE 074']",AI Research,Research,"['ML', 'C++', 'Thermodynamics']",7.05,"['D', 'A']",17
U174,Student_174,M.Tech,AI,Power Engineering,24,2,"['CS 058', 'AI 078', 'CS 061']",Electronics Design,Industry,"['Data Analysis', 'C++', 'Mechanics']",8.56,"['C', 'A']",28
U175,Student_175,B.Tech,EE,Cybersecurity,21,4,"['ECE 050', 'AI 017', 'MEL 014', 'MEL 003', 'ECE 026']",AI Research,Research,"['Mechanics', 'Data Analysis', 'C++']",9.4,"['D', 'A', 'E']",29
U176,Student_176,M.Tech,CS,Power Engineering,26,1,"['ECE 100', 'CS 087']",Cybersecurity,Higher Studies,"['Mechanics', 'Communication', 'Control Systems']",7.26,"['D', 'B']",27
U177,Student_177,M.Tech,AI,Metallurgy,22,2,"['MEL 033', 'ECE 062', 'ECE 099']",Networks,Research,"['C++', 'ML', 'Communication']",8.84,"['E', 'A', 'B']",12
U178,Student_178,M.Tech,CHEM,Power Engineering,22,4,"['MEL 084', 'AI 027', 'CHEM 089', 'EE 041', 'MEL 053']",Power Systems,Startup,"['C++', 'Data Analysis', 'Control Systems']",8.52,"['E', 'A']",24
U179,Student_179,M.Tech,EE,Metallurgy,25,2,"['MEL 072', 'ECE 062', 'MEL 033', 'ECE 040']",AI Research,Research,"['Thermodynamics', 'Mechanics', 'Data Analysis']",8.97,"['E', 'D', 'A']",26
U180,Student_180,B.Tech,MEL,Metallurgy,26,1,"['CHEM 044', 'CHEM 071', 'ECE 079', 'EE 090', 'CS 088']",Cybersecurity,Industry,"['Python', 'C++', 'Control Systems']",8.06,"['A', 'B']",25
U181,Student_181,B.Tech,CS,Computer Technology,26,2,"['ECE 093', 'ECE 050']",Chemical Processes,Higher Studies,"['Communication', 'Thermodynamics', 'Data Analysis']",7.95,"['B', 'C', 'A']",18
U182,Student_182,B.Tech,MEL,Metallurgy,21,1,"['ECE 079', 'MEL 022', 'CS 087']",Machine Learning,Startup,"['Thermodynamics', 'C++', 'Data Analysis']",9.07,"['B', 'A', 'C']",23
U183,Student_183,M.Tech,AI,Chemical Engineering,22,3,"['AI 095', 'AI 091']",Machine Learning,Industry,"['C++', 'Communication', 'ML']",8.5,"['E', 'B', 'C']",18
U184,Student_184,M.Tech,AI,Electronics and Telecommunication,24,3,"['AI 065', 'MEL 014', 'MEL 072', 'CS 010', 'AI 038']",Power Systems,Higher Studies,"['C++', 'Mechanics', 'Communication']",9.69,"['C', 'B']",30
U185,Student_185,B.Tech,EE,Electronics and Telecommunication,25,2,"['ECE 062', 'EE 015']",Power Systems,Startup,"['C++', 'Control Systems', 'Thermodynamics']",7.86,"['D', 'E', 'C']",23
U186,Student_186,B.Tech,CHEM,Power Engineering,23,3,"['CS 012', 'CHEM 052', 'CS 087', 'EE 096']",Electronics Design,Startup,"['Thermodynamics', 'Python', 'Communication']",7.22,"['C', 'B']",30
U187,Student_187,M.Tech,EE,Cybersecurity,21,1,"['AI 095', 'CHEM 031', 'MEL 034']",Networks,Research,"['Control Systems', 'C++', 'Mechanics']",9.54,"['D', 'B']",27
U188,Student_188,B.Tech,CS,Power Engineering,20,4,"['CHEM 064', 'EE 074', 'EE 036', 'CHEM 063']",Networks,Higher Studies,"['Communication', 'Control Systems', 'C++']",9.6,"['D', 'C']",13
U189,Student_189,M.Tech,ECE,Power Engineering,21,3,"['EE 041', 'CHEM 089', 'EE 002', 'CS 087', 'AI 027']",Chemical Processes,Industry,"['C++', 'ML', 'Mechanics']",7.39,"['B', 'D', 'A']",22
U190,Student_190,B.Tech,EE,Cybersecurity,26,1,"['AI 047', 'CHEM 052', 'EE 036', 'CS 058']",Networks,Startup,"['ML', 'Communication', 'Thermodynamics']",9.15,"['D', 'B', 'E']",29
U191,Student_191,M.Tech,AI,Electronics and Telecommunication,22,1,"['EE 002', 'ECE 023', 'ECE 054', 'CHEM 064', 'ECE 018']",Electronics Design,Higher Studies,"['Thermodynamics', 'Mechanics', 'Control Systems']",6.83,"['B', 'E']",17
U192,Student_192,M.Tech,EE,Computer Technology,26,2,"['MEL 034', 'AI 047', 'MEL 072', 'MEL 033']",Power Systems,Industry,"['Python', 'Control Systems', 'Data Analysis']",9.73,"['D', 'A', 'B']",21
U193,Student_193,M.Tech,ECE,Cybersecurity,26,1,"['EE 060', 'MEL 081', 'CS 019', 'MEL 022']",Cybersecurity,Research,"['Thermodynamics', 'Control Systems', 'Data Analysis']",7.03,"['D', 'A', 'B']",19
U194,Student_194,B.Tech,ECE,Cybersecurity,21,2,"['ECE 100', 'AI 047', 'EE 096', 'MEL 076', 'EE 067']",Chemical Processes,Startup,"['Mechanics', 'C++', 'Data Analysis']",9.6,"['C', 'D', 'B']",14
U195,Student_195,B.Tech,EE,AI,20,4,"['CHEM 071', 'CS 007', 'CS 004', 'ECE 099', 'CHEM 051']",AI Research,Startup,"['C++', 'Python', 'ML']",7.26,"['A', 'E', 'D']",21
U196,Student_196,M.Tech,MEL,Electronics and Telecommunication,26,3,"['EE 005', 'CS 085']",Power Systems,Higher Studies,"['Thermodynamics', 'Mechanics', 'Control Systems']",6.95,"['B', 'E']",29
U197,Student_197,M.Tech,CHEM,AI,23,3,"['ECE 045', 'ECE 062', 'EE 070', 'ECE 030']",Electronics Design,Industry,"['C++', 'Control Systems', 'ML']",7.5,"['E', 'D', 'C']",12
U198,Student_198,M.Tech,EE,Power Engineering,26,3,"['CHEM 089', 'CHEM 063']",Electronics Design,Industry,"['Data Analysis', 'ML', 'Python']",9.13,"['C', 'D', 'E']",29
U199,Student_199,B.Tech,EE,Cybersecurity,22,1,"['CHEM 021', 'ECE 092', 'AI 095']",Cybersecurity,Higher Studies,"['Mechanics', 'Data Analysis', 'Control Systems']",8.56,"['E', 'D', 'B']",28
U200,Student_200,M.Tech,CHEM,Metallurgy,22,4,"['AI 009', 'ECE 024', 'ECE 018']",Power Systems,Industry,"['C++', 'Thermodynamics', 'Control Systems']",7.56,"['C', 'E', 'B']",16
