Course_id,Course_title,Course_description,Course_level,Course_competencies,Course_instructor,Course_prerequisites,Course_slot,Course_capacity,Course_department,course_overall_rating,Course_industryfit,Course_credits
CML729,Material Characterization,"Material Characterization introduces core concepts and practical techniques related to material characterization.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']","SANDEEP KUMAR GUPTA , SAJESH P THOMAS",[],K,60.0,CML,4.34,[],3.0
CML731,Separation And Electroanalytic,"Separation And Electroanalytic introduces core concepts and practical techniques related to separation and electroanalytic.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Foundational Knowledge', 'Problem Solving']","SAYANTAN  PARIA , JAI DEO SINGH",[],D,30.0,CML,3.33,[],3.0
CML733,Chemistry Of Industrial Cataly,"Chemistry Of Industrial Cataly introduces core concepts and practical techniques related to chemistry of industrial cataly.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Foundational Knowledge', 'Problem Solving']",BISWARUP CHAKRABORTY,[],C,60.0,CML,1.59,[],3.0
CML734,Chemistry Of Nanostructured  M,"Chemistry Of Nanostructured  M introduces core concepts and practical techniques related to chemistry of nanostructured  m.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Foundational Knowledge', 'Problem Solving']","SAMEER SAPRA   , PRAVIN POPINAND INGOLE",[],J,60.0,CML,1.51,[],3.0
CML738,Applications Of P-Block Elemen,"Applications Of P-Block Elemen introduces core concepts and practical techniques related to applications of p-block elemen.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Foundational Knowledge', 'Problem Solving']",ANIL JACOB ELIAS,[],F,60.0,CML,2.23,[],3.0
CML740,Chemistry Of Heterocyclic Comp,"Chemistry Of Heterocyclic Comp introduces core concepts and practical techniques related to chemistry of heterocyclic comp.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Foundational Knowledge', 'Problem Solving']",MUNTHA RAMU YADAV,[],AB,60.0,CML,4.6,[],3.0
CML742,Reagents In Synthetic Transfor,"Reagents In Synthetic Transfor introduces core concepts and practical techniques related to reagents in synthetic transfor.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Foundational Knowledge', 'Problem Solving']",N.G.RAMESH,[],H,60.0,CML,4.18,[],3.0
CML760,Computational Quantum Chemistry,"Computational Quantum Chemistry introduces core concepts and practical techniques related to computational quantum chemistry.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Foundational Knowledge', 'Problem Solving']",HEMANT KUMAR KASHYAP,[],B,60.0,CML,4.44,[],2.0
CMN7099,Teaching/Research Practicum,"Teaching/Research Practicum introduces core concepts and practical techniques related to teaching/research practicum.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Technical Writing', 'Project Management', 'Research']",PRAVIN POPINAND INGOLE,[],X,26.0,CMN,4.6,[],0.0
CMN8099,Teaching/Research Practicum,"Teaching/Research Practicum introduces core concepts and practical techniques related to teaching/research practicum.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Technical Writing', 'Project Management', 'Research']",RITU GUPTA,[],X,50.0,CMN,1.84,[],0.0
CMN8100,Research Communication And Professional Ethics In Chemistry,"Research Communication And Professional Ethics In Chemistry introduces core concepts and practical techniques related to research communication and professional ethics in chemistry.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Technical Writing', 'Project Management', 'Research']",RITU GUPTA,[],X,50.0,CMN,2.0,[],1.0
CMP1000,Chemistry Laboratory,"Chemistry Laboratory introduces core concepts and practical techniques related to chemistry laboratory.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",1.0,"['Foundational Knowledge', 'Problem Solving']","BIJU BASUMATARY , BISWARUP CHAKRABORTY",[],P,700.0,CMP,1.41,[],0.0
CMP5021,Laboratory 3: Organic Chemistry,"Laboratory 3: Organic Chemistry introduces core concepts and practical techniques related to laboratory 3: organic chemistry.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",5.0,"['Foundational Knowledge', 'Problem Solving']","SUDIPTA  RAHA ROY , GHOLAP SHIVAJIRAO LAHU , RAVI P. SINGH   , N.G.RAMESH",[],P,70.0,CMP,4.12,[],0.0
CMP5022,Biochemistry Laboratory,"Biochemistry Laboratory introduces core concepts and practical techniques related to biochemistry laboratory.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",5.0,"['Foundational Knowledge', 'Problem Solving']","TANMAY DUTTA , SHASHANK DEEP , NALIN PANT",[],P,70.0,CMP,4.54,[],0.0
CMP7028,Lab On Instrumentation In Material Characterization,"Lab On Instrumentation In Material Characterization introduces core concepts and practical techniques related to lab on instrumentation in material characterization.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']","SAJESH P THOMAS , SANDEEP KUMAR GUPTA",[],P,20.0,CMP,2.63,[],0.0
CVD411,Btech Project Part 1,"Btech Project Part 1 introduces core concepts and practical techniques related to btech project part 1.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",4.0,"['Technical Writing', 'Project Management', 'Research']",GAURAV TALUKDAR,[],X,150.0,CVD,3.48,[],0.0
CVD412,Btech Project Part 2,"Btech Project Part 2 introduces core concepts and practical techniques related to btech project part 2.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",4.0,"['Technical Writing', 'Project Management', 'Research']",GAURAV TALUKDAR,[],X,150.0,CVD,1.62,[],0.0
CVD700,Minor Project,"Minor Project introduces core concepts and practical techniques related to minor project.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Technical Writing', 'Project Management', 'Research']",DEBAYAN BHATTACHARYA,[],X,30.0,CVD,4.72,[],0.0
CVD710,Minor Project,"Minor Project introduces core concepts and practical techniques related to minor project.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Technical Writing', 'Project Management', 'Research']",SUMEET KUMAR SINHA,[],X,30.0,CVD,4.46,[],0.0
CVD720,Major Thesis Part-I,"Major Thesis Part-I introduces core concepts and practical techniques related to major thesis part-i.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Technical Writing', 'Project Management', 'Research']",ARYA V,[],X,30.0,CVD,4.9,[],0.0
CVD721,Major Thesis Part-Ii,"Major Thesis Part-Ii introduces core concepts and practical techniques related to major thesis part-ii.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Technical Writing', 'Project Management', 'Research']",ARYA V,[],X,30.0,CVD,4.24,[],0.0
CVD726,Minor Project,"Minor Project introduces core concepts and practical techniques related to minor project.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Technical Writing', 'Project Management', 'Research']",ARYA V,[],X,30.0,CVD,4.53,[],0.0
CVD7290,Cornerstone Project,"Cornerstone Project introduces core concepts and practical techniques related to cornerstone project.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Technical Writing', 'Project Management', 'Research']",SUMEET KUMAR SINHA,[],X,30.0,CVD,1.1,[],0.0
CVD7390,Corner Stone Project In Construction Technology And Management,"Corner Stone Project In Construction Technology And Management introduces core concepts and practical techniques related to corner stone project in construction technology and management.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Technical Writing', 'Project Management', 'Research']","SUPRATIC GUPTA , ANN FRANCIS",[],X,30.0,CVD,3.95,[],0.0
CVD7399,Corner Stone Project In Construction Engineering And Management,"Corner Stone Project In Construction Engineering And Management introduces core concepts and practical techniques related to corner stone project in construction engineering and management.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Modeling & Simulation', 'Engineering Analysis', 'Technical Writing', 'Project Management', 'Problem Solving', 'Research']","SUPRATIC GUPTA , SAHIL GARG",[],X,30.0,CVD,2.33,[],0.0
CVD7491,Cornerstone Project In Structural Engineering,"Cornerstone Project In Structural Engineering introduces core concepts and practical techniques related to cornerstone project in structural engineering.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Modeling & Simulation', 'Engineering Analysis', 'Technical Writing', 'Project Management', 'Problem Solving', 'Research']",SVETHA VENKATACHARI,[],X,30.0,CVD,4.72,[],0.0
CVD758,Major Project Part-Ii (Ces),"Major Project Part-Ii (Ces) introduces core concepts and practical techniques related to major project part-ii (ces).
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Technical Writing', 'Project Management', 'Research']",SVETHA VENKATACHARI,[],X,30.0,CVD,4.21,[],0.0
CVD7592,Cornerstone Project,"Cornerstone Project introduces core concepts and practical techniques related to cornerstone project.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Technical Writing', 'Project Management', 'Research']",MANOJ M,[],X,30.0,CVD,4.46,[],0.0
CVD7690,Cornerstone Project,"Cornerstone Project introduces core concepts and practical techniques related to cornerstone project.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Technical Writing', 'Project Management', 'Research']",DEBAYAN BHATTACHARYA,[],X,30.0,CVD,4.24,[],0.0
CVD773,Major Project Part-Ii (Cec),"Major Project Part-Ii (Cec) introduces core concepts and practical techniques related to major project part-ii (cec).
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Technical Writing', 'Project Management', 'Research']",ANN FRANCIS,[],X,30.0,CVD,2.07,[],0.0
CVD778,Major Project Part-Ii (Cet),"Major Project Part-Ii (Cet) introduces core concepts and practical techniques related to major project part-ii (cet).
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Technical Writing', 'Project Management', 'Research']",SAHIL GARG,[],X,30.0,CVD,4.15,[],0.0
CVD7791,Cornerstone Project,"Cornerstone Project introduces core concepts and practical techniques related to cornerstone project.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Technical Writing', 'Project Management', 'Research']",ARYA V,[],X,30.0,CVD,1.43,[],0.0
CVD7891,Cornerstone Project In Water Resources Engineering,"Cornerstone Project In Water Resources Engineering introduces core concepts and practical techniques related to cornerstone project in water resources engineering.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Modeling & Simulation', 'Engineering Analysis', 'Technical Writing', 'Project Management', 'Problem Solving', 'Research']",SUMEDHA CHAKMA,[],X,30.0,CVD,4.49,[],0.0
CVD801,Major Thesis Part-Ii,"Major Thesis Part-Ii introduces core concepts and practical techniques related to major thesis part-ii.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Technical Writing', 'Project Management', 'Research']",DEBAYAN BHATTACHARYA,[],X,30.0,CVD,4.43,[],0.0
CVD811,Major Project Part-Ii (Ceu),"Major Project Part-Ii (Ceu) introduces core concepts and practical techniques related to major project part-ii (ceu).
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Technical Writing', 'Project Management', 'Research']",SUMEET KUMAR SINHA,[],X,30.0,CVD,1.89,[],0.0
CVD832,Major Project Part-Ii,"Major Project Part-Ii introduces core concepts and practical techniques related to major project part-ii.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Technical Writing', 'Project Management', 'Research']",SAUMAVA DEY,[],X,30.0,CVD,4.27,[],0.0
CVD853,Major Project Part-I,"Major Project Part-I introduces core concepts and practical techniques related to major project part-i.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Technical Writing', 'Project Management', 'Research']",MANOJ M,[],X,30.0,CVD,2.84,[],0.0
CVD854,Major Project Part-Ii,"Major Project Part-Ii introduces core concepts and practical techniques related to major project part-ii.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Technical Writing', 'Project Management', 'Research']",MANOJ M,[],X,30.0,CVD,2.22,[],0.0
CVL100,Environmental Science,"Environmental Science introduces core concepts and practical techniques related to environmental science.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",1.0,"['Foundational Knowledge', 'Problem Solving']",GAZALA HABIB,"['ENGMATH101', 'DS102']",C1,300.0,CVL,4.18,[],2.0
CVL100,Environmental Science,"Environmental Science introduces core concepts and practical techniques related to environmental science.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",1.0,"['Foundational Knowledge', 'Problem Solving']",ARYA V,"['ENGMATH101', 'DS102']",C2,300.0,CVL,1.91,[],2.0
CVL212,Environmental Engineering,"Environmental Engineering introduces core concepts and practical techniques related to environmental engineering.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",2.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",SOVIK DAS,"['ENGMATH101', 'DS102']",B,150.0,CVL,1.09,[],3.0
CVL222,Soil Mechanics,"Soil Mechanics introduces core concepts and practical techniques related to soil mechanics.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",2.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",DEBAYAN BHATTACHARYA,"['ENGMATH101', 'DS102']",F,150.0,CVL,1.77,[],3.0
CVL242,Structural Analysis I,"Structural Analysis I introduces core concepts and practical techniques related to structural analysis i.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",2.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",SAIKAT SARKAR,"['ENGMATH101', 'DS102']",D,150.0,CVL,2.31,[],3.0
CVL244,Construction Practices,"Construction Practices introduces core concepts and practical techniques related to construction practices.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",2.0,"['Foundational Knowledge', 'Problem Solving']",SAHIL GARG,"['ENGMATH101', 'DS102']",C,150.0,CVL,4.46,[],2.0
CVL261,Intro. To Transportation Engg.,"Intro. To Transportation Engg. introduces core concepts and practical techniques related to intro. to transportation engg..
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",2.0,"['Foundational Knowledge', 'Problem Solving']",ARAVIND KRISHNA SWAMY,"['ENGMATH101', 'DS102']",B,150.0,CVL,4.87,[],3.0
CVL281,Hydraulics,"Hydraulics introduces core concepts and practical techniques related to hydraulics.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",2.0,"['Foundational Knowledge', 'Problem Solving']",SUMEDHA CHAKMA,"['ENGMATH101', 'DS102']",E,150.0,CVL,2.12,[],3.0
CVL311,Industrial Waste Management,"Industrial Waste Management introduces core concepts and practical techniques related to industrial waste management.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",3.0,"['Foundational Knowledge', 'Problem Solving']","ARUN KUMAR , BABU J.ALAPPAT","['ENGMATH101', 'DS102']",F,60.0,CVL,3.57,[],3.0
CVL342,Steel Design,"Steel Design introduces core concepts and practical techniques related to steel design.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",3.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",SVETHA VENKATACHARI,"['ENGMATH101', 'DS102']",D,150.0,CVL,2.6,[],3.0
CVL381,Design Of Hydraulic Structures,"Design Of Hydraulic Structures introduces core concepts and practical techniques related to design of hydraulic structures.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",3.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",MANABENDRA SAHARIA,"['ENGMATH101', 'DS102']",E,150.0,CVL,4.92,[],3.0
CVL382,Groundwater,"Groundwater introduces core concepts and practical techniques related to groundwater.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",3.0,"['Foundational Knowledge', 'Problem Solving']",BHAGU RAM CHAHAR,"['ENGMATH101', 'DS102']",H,30.0,CVL,3.14,[],2.0
CVL422,Rock Engineering,"Rock Engineering introduces core concepts and practical techniques related to rock engineering.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",4.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",SUMEET KUMAR SINHA,"['ENGMATH101', 'DS102']",D,30.0,CVL,4.76,[],3.0
CVL443,Prestressed Con. & Ind. Struc.,"Prestressed Con. & Ind. Struc. introduces core concepts and practical techniques related to prestressed con. & ind. struc..
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",4.0,"['Foundational Knowledge', 'Problem Solving']",ALOK MADAN,"['ENGMATH101', 'DS102']",H,60.0,CVL,1.46,[],3.0
CVL7052,Transportation Cyberphysical Systems,"Transportation Cyberphysical Systems introduces core concepts and practical techniques related to transportation cyberphysical systems.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Programming', 'Software Design', 'Debugging', 'System Design']",PRAMESH KUMAR,"['ENGMATH101', 'DS102']",B,30.0,CVL,4.88,"['SDE', 'Software Engineer', 'Developer']",2.0
CVL7071,Environmental Quality Modeling,"Environmental Quality Modeling introduces core concepts and practical techniques related to environmental quality modeling.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Foundational Knowledge', 'Problem Solving']",SRI HARSHA KOTA,"['ENGMATH101', 'DS102']",C,30.0,CVL,1.71,[],2.0
CVL7072,Environmental Systems Analysis And Decision Making,"Environmental Systems Analysis And Decision Making introduces core concepts and practical techniques related to environmental systems analysis and decision making.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Programming', 'Software Design', 'Debugging', 'System Design']",ARVIND KUMAR NEMA,"['ENGMATH101', 'DS102']",A,30.0,CVL,4.85,"['SDE', 'Software Engineer', 'Developer']",3.0
CVL7203,Ground Improvement And Geosynthetics,"Ground Improvement And Geosynthetics introduces core concepts and practical techniques related to ground improvement and geosynthetics.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Foundational Knowledge', 'Problem Solving']",PRASHANTH VANGLA,"['ENGMATH101', 'DS102']",B,30.0,CVL,2.06,[],3.0
CVL7204,Geoenvironmental Engineering,"Geoenvironmental Engineering introduces core concepts and practical techniques related to geoenvironmental engineering.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",VENKATA RAMANA GUNTURI,"['ENGMATH101', 'DS102']",S,30.0,CVL,1.43,[],3.0
CVL7205,Soil Dynamics And Earthquake Geotechnical Engineering,"Soil Dynamics And Earthquake Geotechnical Engineering introduces core concepts and practical techniques related to soil dynamics and earthquake geotechnical engineering.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",BAPPADITYA MANNA,"['ENGMATH101', 'DS102']",D,30.0,CVL,2.74,[],3.0
CVL723,Waste Water Engineering,"Waste Water Engineering introduces core concepts and practical techniques related to waste water engineering.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",ATUL KUMAR MITTAL,"['ENGMATH101', 'DS102']",E,30.0,CVL,3.91,[],3.0
CVL728,Environmental Quality Modeling,"Environmental Quality Modeling introduces core concepts and practical techniques related to environmental quality modeling.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Foundational Knowledge', 'Problem Solving']",SRI HARSHA KOTA,"['ENGMATH101', 'DS102']",C,30.0,CVL,2.25,[],3.0
CVL7374,Construction Contracts And Procurement Methods,"Construction Contracts And Procurement Methods introduces core concepts and practical techniques related to construction contracts and procurement methods.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Foundational Knowledge', 'Problem Solving']",SYED ZAFAR SHAHID TABISH,"['ENGMATH101', 'DS102']",H,60.0,CVL,3.42,[],3.0
CVL7375,Construction Economics And Accounts,"Construction Economics And Accounts introduces core concepts and practical techniques related to construction economics and accounts.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Foundational Knowledge', 'Problem Solving']",KUMAR NEERAJ JHA,"['ENGMATH101', 'DS102']",R,60.0,CVL,3.05,[],3.0
CVL7421,Theory Of Concrete Structures,"Theory Of Concrete Structures introduces core concepts and practical techniques related to theory of concrete structures.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Foundational Knowledge', 'Problem Solving']",SAHIL BANSAL,"['ENGMATH101', 'DS102']",D,60.0,CVL,2.54,[],3.0
CVL7422,Theory Of Steel Structures,"Theory Of Steel Structures introduces core concepts and practical techniques related to theory of steel structures.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Foundational Knowledge', 'Problem Solving']",DIPTI RANJAN SAHOO,"['ENGMATH101', 'DS102']",A,60.0,CVL,3.31,[],3.0
CVL7423,Earthquake Resistant Design Of Structures,"Earthquake Resistant Design Of Structures introduces core concepts and practical techniques related to earthquake resistant design of structures.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",SRINIVAS MOGILI,"['ENGMATH101', 'DS102']",E,60.0,CVL,2.02,[],3.0
CVL7460,Design Of Tall Buildings,"Design Of Tall Buildings introduces core concepts and practical techniques related to design of tall buildings.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",ARNAB BANERJEE,"['ENGMATH101', 'DS102']",C,30.0,CVL,3.84,[],3.0
CVL7511,Management Of Transportation Infrastructure Systems,"Management Of Transportation Infrastructure Systems introduces core concepts and practical techniques related to management of transportation infrastructure systems.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Programming', 'Software Design', 'Debugging', 'System Design']",ARAVIND KRISHNA SWAMY,"['ENGMATH101', 'DS102']",M,30.0,CVL,1.01,"['SDE', 'Software Engineer', 'Developer']",2.0
CVL7542,Transportation Economics,"Transportation Economics introduces core concepts and practical techniques related to transportation economics.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Foundational Knowledge', 'Problem Solving']",NEZAMUDDIN,"['ENGMATH101', 'DS102']",AD,30.0,CVL,4.7,[],3.0
CVL760,Theory Of Concrete Structures,"Theory Of Concrete Structures introduces core concepts and practical techniques related to theory of concrete structures.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Foundational Knowledge', 'Problem Solving']",SAHIL BANSAL,"['ENGMATH101', 'DS102']",D,60.0,CVL,3.15,[],3.0
CVL7603,Analysis And Design Of Tunnels,"Analysis And Design Of Tunnels introduces core concepts and practical techniques related to analysis and design of tunnels.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",JAGDISH TELANGRAO SHAHU,"['ENGMATH101', 'DS102']",B,30.0,CVL,3.88,[],3.0
CVL7604,Slopes &Amp; Foundations In Rocks,"Slopes &Amp; Foundations In Rocks introduces core concepts and practical techniques related to slopes &amp; foundations in rocks.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Foundational Knowledge', 'Problem Solving']",DEEPANSHU SHIROLE,"['ENGMATH101', 'DS102']",C,30.0,CVL,3.97,[],3.0
CVL761,Theory Of Steel Structures,"Theory Of Steel Structures introduces core concepts and practical techniques related to theory of steel structures.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Foundational Knowledge', 'Problem Solving']",DIPTI RANJAN SAHOO,"['ENGMATH101', 'DS102']",A,60.0,CVL,3.68,[],3.0
CVL762,Earthquake Analysis And Design,"Earthquake Analysis And Design introduces core concepts and practical techniques related to earthquake analysis and design.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",SRINIVAS MOGILI,"['ENGMATH101', 'DS102']",E,60.0,CVL,2.46,[],3.0
CVL769,Design Of Tall Buildings,"Design Of Tall Buildings introduces core concepts and practical techniques related to design of tall buildings.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",ARNAB BANERJEE,"['ENGMATH101', 'DS102']",C,30.0,CVL,1.28,[],3.0
CVL7706,Wastewater Engineering And Management,"Wastewater Engineering And Management introduces core concepts and practical techniques related to wastewater engineering and management.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",ATUL KUMAR MITTAL,"['ENGMATH101', 'DS102']",E,30.0,CVL,3.66,[],3.0
CVL7737,Building Sciences,"Building Sciences introduces core concepts and practical techniques related to building sciences.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Foundational Knowledge', 'Problem Solving']",ANN FRANCIS,"['ENGMATH101', 'DS102']",A,30.0,CVL,2.32,[],3.0
CVL774,Construction Contract Mgmt.,"Construction Contract Mgmt. introduces core concepts and practical techniques related to construction contract mgmt..
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Foundational Knowledge', 'Problem Solving']",SYED ZAFAR SHAHID TABISH,"['ENGMATH101', 'DS102']",H,60.0,CVL,2.26,[],3.0
CVL775,Construction Economics And Fi,"Construction Economics And Fi introduces core concepts and practical techniques related to construction economics and fi.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Foundational Knowledge', 'Problem Solving']",KUMAR NEERAJ JHA,"['ENGMATH101', 'DS102']",R,60.0,CVL,4.39,[],3.0
CVL776,Construction Practices And Eq,"Construction Practices And Eq introduces core concepts and practical techniques related to construction practices and eq.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Foundational Knowledge', 'Problem Solving']",PAWAN PANDEY,"['ENGMATH101', 'DS102']",M,60.0,CVL,3.88,[],3.0
CVL777,Building Science,"Building Science introduces core concepts and practical techniques related to building science.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Foundational Knowledge', 'Problem Solving']",ANN FRANCIS,"['ENGMATH101', 'DS102']",A,30.0,CVL,2.2,[],3.0
CVL7802,Advanced Hydraulics,"Advanced Hydraulics introduces core concepts and practical techniques related to advanced hydraulics.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Foundational Knowledge', 'Problem Solving']",DEO RAJ KAUSHAL,"['ENGMATH101', 'DS102']",J,30.0,CVL,2.24,[],3.0
CVL7804,Computational Methods In Water Resources Engineering,"Computational Methods In Water Resources Engineering introduces core concepts and practical techniques related to computational methods in water resources engineering.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Modeling & Simulation', 'Problem Solving', 'Engineering Analysis']",SAUMAVA DEY,"['ENGMATH101', 'DS102']",H,30.0,CVL,2.63,[],3.0
CVL7814,Groundwater Flow And Pollution Modelling,"Groundwater Flow And Pollution Modelling introduces core concepts and practical techniques related to groundwater flow and pollution modelling.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Foundational Knowledge', 'Problem Solving']",A.K.KESHARI,"['ENGMATH101', 'DS102']",F,30.0,CVL,2.61,[],3.0
CVL7999,Lean Construction Practices And Equipment,"Lean Construction Practices And Equipment introduces core concepts and practical techniques related to lean construction practices and equipment.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",7.0,"['Foundational Knowledge', 'Problem Solving']",PAWAN PANDEY,"['ENGMATH101', 'DS102']",M,60.0,CVL,2.18,[],3.0
CVL823,Thermal Techniques For Waste Management,"Thermal Techniques For Waste Management introduces core concepts and practical techniques related to thermal techniques for waste management.
Students will learn theory and hands-on skills, with assignments and projects to apply knowledge.",8.0,"['Foundational Knowledge', 'Problem Solving']",BABU J.ALAPPAT,"['ENGMATH101', 'DS102']",M,30.0,CVL,1.51,[],3.0
